President,mmddyy,DayInTerm,YRinTerm,DecYR,Democrat,Approve,Disapprove,No.Opinion,GDPpercap (chained 2005),% GDP Change,Disposable personal income percap (2005 chained),% RDI Change,Casualties,cas+5
Clinton,6/10/1999,2332,6.3890411,1999.4384,1,52,37,11,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,6/10/1999,2332,6.3890411,1999.4384,1,57,39,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,6/9/1999,2331,6.3863014,1999.4356,1,55,35,10,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,6/9/1999,2331,6.3863014,1999.4356,1,60,36,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,6/6/1999,2328,6.3780822,1999.4274,1,57,39,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,6/6/1999,2328,6.3780822,1999.4274,1,57,39,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,6/5/1999,2327,6.3753425,1999.4247,1,57,35,8,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,6/5/1999,2327,6.3753425,1999.4247,1,58,38,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,6/4/1999,2326,6.3726027,1999.4219,1,60,35,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,6/2/1999,2324,6.3671233,1999.4164,1,54,40,6,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,5/26/1999,2317,6.3479452,1999.3973,1,55,39,6,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,5/23/1999,2314,6.339726,1999.389,1,53,42,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,5/19/1999,2310,6.3287671,1999.3781,1,56,36,8,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,5/14/1999,2305,6.3150685,1999.3644,1,58,41,2,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,5/13/1999,2304,6.3123288,1999.3616,1,53,40,7,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,5/12/1999,2303,6.309589,1999.3589,1,56,34,10,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,5/11/1999,2302,6.3068493,1999.3562,1,60,30,10,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,5/8/1999,2299,6.2986301,1999.3479,1,59,35,6,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,5/7/1999,2298,6.2958904,1999.3452,1,60,35,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,5/6/1999,2297,6.2931507,1999.3425,1,53,32,15,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,5/5/1999,2296,6.290411,1999.3397,1,60,33,7,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,5/1/1999,2292,6.2794521,1999.3288,1,55,36,9,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/30/1999,2291,6.2767123,1999.326,1,60,36,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/29/1999,2290,6.2739726,1999.3233,1,55,36,9,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/26/1999,2287,6.2657534,1999.3151,1,60,36,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/25/1999,2286,6.2630137,1999.3123,1,60,37,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/22/1999,2283,6.2547945,1999.3041,1,53,35,11,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/21/1999,2282,6.2520548,1999.3014,1,60,34,6,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/21/1999,2282,6.2520548,1999.3014,1,58,34,8,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/17/1999,2278,6.2410959,1999.2904,1,58,36,6,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/15/1999,2276,6.2356164,1999.2849,1,56,38,6,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/15/1999,2276,6.2356164,1999.2849,1,57,34,9,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/13/1999,2274,6.230137,1999.2795,1,60,36,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/13/1999,2274,6.230137,1999.2795,1,61,32,7,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/8/1999,2269,6.2164384,1999.2658,1,60,34,6,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/8/1999,2269,6.2164384,1999.2658,1,61,38,1,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/8/1999,2269,6.2164384,1999.2658,1,56,38,6,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/7/1999,2268,6.2136986,1999.263,1,62,34,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/6/1999,2267,6.2109589,1999.2603,1,59,35,6,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/5/1999,2266,6.2082192,1999.2575,1,56,41,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/5/1999,2266,6.2082192,1999.2575,1,60,34,6,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/5/1999,2266,6.2082192,1999.2575,1,53,34,8,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/1/1999,2262,6.1972603,1999.2466,1,61,31,8,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,4/1/1999,2262,6.1972603,1999.2466,1,63,30,7,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/30/1999,2260,6.1917808,1999.2411,1,64,32,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/25/1999,2255,6.1780822,1999.2274,1,57,34,9,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/25/1999,2255,6.1780822,1999.2274,1,59,36,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/25/1999,2255,6.1780822,1999.2274,1,64,32,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/24/1999,2254,6.1753425,1999.2247,1,62,31,7,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/24/1999,2254,6.1753425,1999.2247,1,61,32,7,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/24/1999,2254,6.1753425,1999.2247,1,64,31,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/24/1999,2254,6.1753425,1999.2247,1,65,28,7,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/19/1999,2249,6.1616438,1999.211,1,59,38,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/19/1999,2249,6.1616438,1999.211,1,64,33,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/12/1999,2242,6.1424658,1999.1918,1,62,35,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/11/1999,2241,6.139726,1999.189,1,64,34,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/10/1999,2240,6.1369863,1999.1863,1,65,30,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/8/1999,2238,6.1315068,1999.1808,1,57,42,1,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/5/1999,2235,6.1232877,1999.1726,1,68,28,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/4/1999,2234,6.1205479,1999.1699,1,66,31,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/4/1999,2234,6.1205479,1999.1699,1,63,32,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,3/4/1999,2234,6.1205479,1999.1699,1,66,30,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/26/1999,2228,6.1041096,1999.1534,1,66,31,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/25/1999,2227,6.1013699,1999.1507,1,58,38,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/24/1999,2226,6.0986301,1999.1479,1,63,31,6,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/19/1999,2221,6.0849315,1999.1342,1,66,30,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/19/1999,2221,6.0849315,1999.1342,1,65,28,7,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/18/1999,2220,6.0821918,1999.1315,1,64,30,6,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/12/1999,2214,6.0657534,1999.1151,1,68,30,2,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/12/1999,2214,6.0657534,1999.1151,1,68,30,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/12/1999,2214,6.0657534,1999.1151,1,66,29,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/12/1999,2214,6.0657534,1999.1151,1,64,31,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/12/1999,2214,6.0657534,1999.1151,1,67,31,2,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/12/1999,2214,6.0657534,1999.1151,1,67,31,2,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/12/1999,2214,6.0657534,1999.1151,1,73,25,2,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/11/1999,2213,6.0630137,1999.1123,1,66,29,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/7/1999,2209,6.0520548,1999.1014,1,66,33,1,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/7/1999,2209,6.0520548,1999.1014,1,66,29,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/6/1999,2208,6.0493151,1999.0986,1,66,33,1,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,2/4/1999,2206,6.0438356,1999.0932,1,65,33,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/30/1999,2201,6.030137,1999.0795,1,65,30,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/30/1999,2201,6.030137,1999.0795,1,65,33,2,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/28/1999,2199,6.0246575,1999.074,1,66,29,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/27/1999,2198,6.0219178,1999.0712,1,67,31,2,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/22/1999,2193,6.0082192,1999.0575,1,69,29,2,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/21/1999,2192,6.0054795,1999.0548,1,63,32,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/20/1999,2191,6.0027397,1999.0521,1,66,31,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/19/1999,2190,6,1999.0493,1,66,32,2,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/19/1999,2190,6,1999.0493,1,66,32,2,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/16/1999,2187,5.9917808,1999.0411,1,68,29,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/15/1999,2186,5.9890411,1999.0384,1,69,29,2,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/13/1999,2184,5.9835616,1999.0329,1,63,34,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/10/1999,2181,5.9753425,1999.0247,1,65,29,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/10/1999,2181,5.9753425,1999.0247,1,65,30,5,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/8/1999,2179,5.969863,1999.0192,1,62,36,1,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/8/1999,2179,5.969863,1999.0192,1,67,30,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/7/1999,2178,5.9671233,1999.0164,1,67,30,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/6/1999,2177,5.9643836,1999.0137,1,63,34,3,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,1/3/1999,2174,5.9561644,1999.0055,1,69,27,4,38563.88407,3.6338467,27792,1.8506981,0,5
Clinton,12/28/1998,2168,5.939726,1998.989,1,64,34,2,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/19/1998,2159,5.9150685,1998.9644,1,71,27,2,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/19/1998,2159,5.9150685,1998.9644,1,67,30,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/19/1998,2159,5.9150685,1998.9644,1,73,25,2,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/19/1998,2159,5.9150685,1998.9644,1,73,25,2,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/18/1998,2158,5.9123288,1998.9616,1,64,31,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/17/1998,2157,5.909589,1998.9589,1,64,32,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/15/1998,2155,5.9041096,1998.9534,1,63,33,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/13/1998,2153,5.8986301,1998.9479,1,66,30,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/13/1998,2153,5.8986301,1998.9479,1,65,30,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/13/1998,2153,5.8986301,1998.9479,1,66,29,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/13/1998,2153,5.8986301,1998.9479,1,67,28,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/12/1998,2152,5.8958904,1998.9452,1,64,34,2,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/12/1998,2152,5.8958904,1998.9452,1,64,35,2,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/11/1998,2151,5.8931507,1998.9425,1,60,37,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/10/1998,2150,5.890411,1998.9397,1,60,34,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/9/1998,2149,5.8876712,1998.937,1,61,32,7,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/4/1998,2144,5.8739726,1998.9233,1,66,30,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/3/1998,2143,5.8712329,1998.9205,1,65,31,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,12/2/1998,2142,5.8684932,1998.9178,1,69,24,7,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,11/20/1998,2130,5.8356164,1998.8849,1,66,30,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,11/20/1998,2130,5.8356164,1998.8849,1,61,34,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,11/19/1998,2129,5.8328767,1998.8822,1,62,36,2,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,11/16/1998,2126,5.8246575,1998.874,1,67,28,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,11/15/1998,2125,5.8219178,1998.8712,1,68,26,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,11/13/1998,2123,5.8164384,1998.8658,1,66,31,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,11/11/1998,2121,5.8109589,1998.8603,1,66,29,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,11/7/1998,2117,5.8,1998.8493,1,63,36,1,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,11/6/1998,2116,5.7972603,1998.8466,1,65,29,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,11/5/1998,2115,5.7945205,1998.8438,1,63,32,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,11/3/1998,2113,5.7890411,1998.8384,1,57,43,NA,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/31/1998,2110,5.7808219,1998.8301,1,65,30,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/29/1998,2108,5.7753425,1998.8247,1,60,34,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/29/1998,2108,5.7753425,1998.8247,1,66,30,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/29/1998,2108,5.7753425,1998.8247,1,65,33,1,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/28/1998,2107,5.7726027,1998.8219,1,65,30,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/28/1998,2107,5.7726027,1998.8219,1,67,29,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/26/1998,2105,5.7671233,1998.8164,1,65,30,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/24/1998,2103,5.7616438,1998.811,1,68,29,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/23/1998,2102,5.7589041,1998.8082,1,65,32,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/22/1998,2101,5.7561644,1998.8055,1,62,32,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/15/1998,2094,5.7369863,1998.7863,1,62,34,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/14/1998,2093,5.7342466,1998.7836,1,62,34,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/14/1998,2093,5.7342466,1998.7836,1,64,32,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/12/1998,2091,5.7287671,1998.7781,1,63,32,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/9/1998,2088,5.7205479,1998.7699,1,65,32,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/8/1998,2087,5.7178082,1998.7671,1,58,36,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/8/1998,2087,5.7178082,1998.7671,1,67,30,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/7/1998,2086,5.7150685,1998.7644,1,67,28,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/6/1998,2085,5.7123288,1998.7616,1,63,34,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,10/3/1998,2082,5.7041096,1998.7534,1,63,31,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/25/1998,2074,5.6821918,1998.7315,1,63,35,2,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/23/1998,2072,5.6767123,1998.726,1,61,35,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/23/1998,2072,5.6767123,1998.726,1,66,31,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/22/1998,2071,5.6739726,1998.7233,1,67,28,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/21/1998,2070,5.6712329,1998.7205,1,62,33,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/21/1998,2070,5.6712329,1998.7205,1,66,31,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/21/1998,2070,5.6712329,1998.7205,1,68,30,2,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/21/1998,2070,5.6712329,1998.7205,1,60,39,1,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/20/1998,2069,5.6684932,1998.7178,1,60,34,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/19/1998,2068,5.6657534,1998.7151,1,55,36,9,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/19/1998,2068,5.6657534,1998.7151,1,59,36,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/17/1998,2066,5.660274,1998.7096,1,58,38,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/16/1998,2065,5.6575342,1998.7068,1,63,34,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/16/1998,2065,5.6575342,1998.7068,1,60,37,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/16/1998,2065,5.6575342,1998.7068,1,63,30,7,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/14/1998,2063,5.6520548,1998.7014,1,63,35,2,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/14/1998,2063,5.6520548,1998.7014,1,59,37,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/13/1998,2062,5.6493151,1998.6986,1,64,34,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/13/1998,2062,5.6493151,1998.6986,1,64,33,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/13/1998,2062,5.6493151,1998.6986,1,59,37,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/12/1998,2061,5.6465753,1998.6959,1,63,35,2,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/12/1998,2061,5.6465753,1998.6959,1,61,34,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/12/1998,2061,5.6465753,1998.6959,1,61,34,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/12/1998,2061,5.6465753,1998.6959,1,59,39,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/11/1998,2060,5.6438356,1998.6932,1,59,38,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/11/1998,2060,5.6438356,1998.6932,1,67,30,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/11/1998,2060,5.6438356,1998.6932,1,63,34,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/11/1998,2060,5.6438356,1998.6932,1,62,35,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/11/1998,2060,5.6438356,1998.6932,1,56,42,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/10/1998,2059,5.6410959,1998.6904,1,66,31,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/10/1998,2059,5.6410959,1998.6904,1,61,34,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/10/1998,2059,5.6410959,1998.6904,1,60,37,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/9/1998,2058,5.6383562,1998.6877,1,65,34,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/9/1998,2058,5.6383562,1998.6877,1,57,40,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/8/1998,2057,5.6356164,1998.6849,1,59,34,7,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/8/1998,2057,5.6356164,1998.6849,1,60,33,7,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/5/1998,2054,5.6273973,1998.6767,1,55,43,1,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/2/1998,2051,5.6191781,1998.6685,1,60,38,2,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,9/1/1998,2050,5.6164384,1998.6658,1,62,33,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/27/1998,2045,5.6027397,1998.6521,1,61,33,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/23/1998,2041,5.5917808,1998.6411,1,64,33,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/22/1998,2040,5.5890411,1998.6384,1,65,31,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/21/1998,2039,5.5863014,1998.6356,1,62,32,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/21/1998,2039,5.5863014,1998.6356,1,62,35,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/21/1998,2039,5.5863014,1998.6356,1,60,35,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/20/1998,2038,5.5835616,1998.6329,1,62,33,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/20/1998,2038,5.5835616,1998.6329,1,65,32,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/20/1998,2038,5.5835616,1998.6329,1,61,34,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/19/1998,2037,5.5808219,1998.6301,1,66,31,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/19/1998,2037,5.5808219,1998.6301,1,65,31,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/19/1998,2037,5.5808219,1998.6301,1,60,38,2,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/18/1998,2036,5.5780822,1998.6274,1,62,35,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/18/1998,2036,5.5780822,1998.6274,1,66,29,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/18/1998,2036,5.5780822,1998.6274,1,71,27,2,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/18/1998,2036,5.5780822,1998.6274,1,61,35,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/17/1998,2035,5.5753425,1998.6247,1,61,36,3,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/17/1998,2035,5.5753425,1998.6247,1,68,27,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/17/1998,2035,5.5753425,1998.6247,1,62,32,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/15/1998,2033,5.569863,1998.6192,1,62,33,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/11/1998,2029,5.5589041,1998.6082,1,67,26,7,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/10/1998,2028,5.5561644,1998.6055,1,65,30,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/10/1998,2028,5.5561644,1998.6055,1,64,32,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,8/7/1998,2025,5.5479452,1998.5973,1,64,32,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,7/30/1998,2017,5.5260274,1998.5753,1,62,31,7,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,7/29/1998,2016,5.5232877,1998.5726,1,63,33,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,7/29/1998,2016,5.5232877,1998.5726,1,65,31,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,7/25/1998,2012,5.5123288,1998.5616,1,64,38,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,7/19/1998,2006,5.4958904,1998.5452,1,64,29,7,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,7/13/1998,2000,5.4794521,1998.5288,1,63,31,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,7/9/1998,1996,5.4684932,1998.5178,1,63,31,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,7/7/1998,1994,5.4630137,1998.5123,1,61,34,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,6/30/1998,1987,5.4438356,1998.4932,1,62,32,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,6/22/1998,1979,5.4219178,1998.4712,1,60,33,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,6/18/1998,1975,5.4109589,1998.4603,1,63,30,7,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,6/7/1998,1964,5.3808219,1998.4301,1,60,34,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,6/5/1998,1962,5.3753425,1998.4247,1,60,34,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,6/1/1998,1958,5.3643836,1998.4137,1,61,34,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,5/18/1998,1944,5.3260274,1998.3753,1,61,32,7,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,5/12/1998,1938,5.309589,1998.3589,1,64,32,4,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,5/8/1998,1934,5.2986301,1998.3479,1,64,31,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,5/6/1998,1932,5.2931507,1998.3425,1,64,30,6,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,4/20/1998,1916,5.2493151,1998.2986,1,67,25,8,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,4/18/1998,1914,5.2438356,1998.2932,1,66,29,5,37211.66905,3.144568,27287,4.7525817,3,8
Clinton,4/17/1998,1913,5.2410959,1998.2904,1,63,31,6,37211.66905,3.144568,27287,4.7525817,3,8
